study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_block	known_gene
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_12_111395984_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_12_111472415_1.tsv.gz	12	111395984	1.9431199999999998e-14	trans	EUR/12/108876352-112823299	ITGB7
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_12_112825748_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_12_112825748_1.tsv.gz	12	112825764	2.567543894291797e-25	NA	EUR/12/112823299-113743304	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_12_120429995_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_12_120429995_1.tsv.gz	12	120408410	1.730533702813177e-30	NA	EUR/12/119088779-121376241	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_12_122628259_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_12_122628259_1.tsv.gz	12	122628259	1.5808839853688851e-32	NA	EUR/12/121376241-124360734	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_13_40672621_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_13_40672621_2.tsv.gz	13	40573021	4.120843421498617e-45	NA	EUR/13/39514718-40976519	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_13_40672621_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_13_40672621_3.tsv.gz	13	39744682	1.0806570633564534e-36	NA	EUR/13/39514718-40976519	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_13_50525441_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_13_50525441_1.tsv.gz	13	50525441	2.930893245250313e-28	NA	EUR/13/47880356-51150722	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_13_50380585_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_13_50380585_1.tsv.gz	13	50380585	2.627227542736814e-22	NA	EUR/13/47880356-51150722	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_13_53530833_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_13_53530833_1.tsv.gz	13	53530833	7.179595885446775e-32	NA	EUR/13/52140828-55028648	NA
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101334341_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101334341_1.tsv.gz	13	101334341	0	cis	EUR/13/99871864-101655501	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_1.tsv.gz	13	101679721	2.0035425628426456e-254	trans	EUR/13/101655501-103177097	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_2.tsv.gz	13	101733747	5.261672088539391e-17	trans	EUR/13/101655501-103177097	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_3.tsv.gz	13	101724526	8.820563572664715e-11	trans	EUR/13/101655501-103177097	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_4.tsv.gz	13	101914838	1.5510070635244268e-11	trans	EUR/13/101655501-103177097	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_5.tsv.gz	13	101734634	2.937282393686318e-13	trans	EUR/13/101655501-103177097	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_6.tsv.gz	13	101680655	1.014027858979997e-10	trans	EUR/13/101655501-103177097	ITGBL1
qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1	qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1_EUR_13_101679721_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGBL1:O95965:OID30408:v1/finemapped/EUR_13_101679721_7.tsv.gz	13	101658221	3.7004118777001685e-14	trans	EUR/13/101655501-103177097	ITGBL1
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_23119848_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_23119848_1.tsv.gz	14	23119848	5.533656768584604e-108	NA	EUR/14/22124728-24958905	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_23119848_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_23119848_4.tsv.gz	14	23115056	6.125601951303944e-41	NA	EUR/14/22124728-24958905	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_14_25478230_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_14_25478230_1.tsv.gz	14	25478230	1.842892488970552e-22	NA	EUR/14/24958905-26449198	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_35413286_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_35413286_2.tsv.gz	14	35413286	1.6770814709024748e-25	NA	EUR/14/35390868-39873373	NA
qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1	qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1_EUR_14_49550573_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1/finemapped/EUR_14_49565212_1.tsv.gz	14	49550573	1.3212899999999998e-19	trans	EUR/14/48537145-51612492	ITGB6
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_55140648_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_55404734_1.tsv.gz	14	55140648	3.599979270433569e-23	NA	EUR/14/53698623-56126490	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_14_60555173_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_14_60555173_1.tsv.gz	14	60555173	1.8458652758512843e-37	NA	EUR/14/60029436-62700089	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_75509305_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_75509305_1.tsv.gz	14	75509305	8.058312522048824e-72	NA	EUR/14/74348536-76761476	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_14_79433111_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_14_79433111_1.tsv.gz	14	79433111	2.1978598727848178e-24	NA	EUR/14/79201174-81113662	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_92548584_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_92548584_1.tsv.gz	14	92548584	1.9758838256166872e-30	NA	EUR/14/90720077-92917394	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_93951185_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_93951185_1.tsv.gz	14	93951185	4.4592910761262023e-39	NA	EUR/14/92917394-94427413	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_14_93951185_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_14_93951185_2.tsv.gz	14	93978015	1.6975643405649797e-28	NA	EUR/14/92917394-94427413	NA
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_15_58478324_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_15_58478324_1.tsv.gz	15	58478324	1.2131199999999999e-25	trans	EUR/15/57351455-59836878	ITGB7
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_15_67788548_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_15_67788548_1.tsv.gz	15	67788548	3.9049806485074946e-24	NA	EUR/15/67097074-68726578	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_15_67149412_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_15_67149412_1.tsv.gz	15	67121286	1.8832179328669037e-24	NA	EUR/15/67097074-68726578	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_15_67149412_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_15_67149412_2.tsv.gz	15	67149412	5.501555391247548e-44	NA	EUR/15/67097074-68726578	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_15_79899001_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_15_79899001_2.tsv.gz	15	79897181	3.960917371353751e-60	NA	EUR/15/79704552-81898534	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_15_98697252_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_15_98697252_1.tsv.gz	15	98679280	1.0184512173793504e-34	NA	EUR/15/96973699-98913324	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_15_98697252_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_15_98697252_5.tsv.gz	15	98634431	1.4058177409925814e-43	NA	EUR/15/96973699-98913324	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_16_3965728_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_16_3965728_1.tsv.gz	16	3965728	7.331074576909953e-47	NA	EUR/16/2035294-4203991	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_16_3965728_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_16_3965728_3.tsv.gz	16	2101063	3.9568417672536146e-25	NA	EUR/16/2035294-4203991	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_2788273_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_2788273_1.tsv.gz	16	2780481	9.52388202642625e-38	NA	EUR/16/2035294-4203991	NA
qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1	qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1_EUR_16_4205353_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1/finemapped/EUR_16_4205568_1.tsv.gz	16	4205353	7.68423e-15	trans	EUR/16/4203991-5067606	ITGB6
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_11135271_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_11135271_1.tsv.gz	16	11226805	5.0339359345851085e-25	NA	EUR/16/10253640-11554324	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_11135271_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_11135271_2.tsv.gz	16	11182056	7.527742898782544e-24	NA	EUR/16/10253640-11554324	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_11135271_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_11135271_3.tsv.gz	16	11127430	2.095238413518048e-130	NA	EUR/16/10253640-11554324	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_16_15044590_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_16_15044590_1.tsv.gz	16	15044590	3.03109815358405e-22	NA	EUR/16/13224694-17160447	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_16_30003243_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_16_30003243_1.tsv.gz	16	28806716	5.128219528114059e-40	NA	EUR/16/27015117-33520050	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_16_30003243_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_16_30003243_3.tsv.gz	16	30999862	5.283657483987886e-23	NA	EUR/16/27015117-33520050	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_27345077_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_27345077_1.tsv.gz	16	30091839	2.3298735747504242e-35	NA	EUR/16/27015117-33520050	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_27345077_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_27345077_2.tsv.gz	16	30436205	2.4738607343148226e-22	NA	EUR/16/27015117-33520050	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_27345077_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_27345077_3.tsv.gz	16	27358181	6.454980625846801e-23	NA	EUR/16/27015117-33520050	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_27345077_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_27345077_7.tsv.gz	16	27330232	2.0812112504357907e-33	NA	EUR/16/27015117-33520050	NA
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_16_31360760_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_16_31360760_1.tsv.gz	16	30506720	1.6874490031871388e-11	trans	EUR/16/27015117-33520050	ITGB2
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_16_31360760_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_16_31360760_2.tsv.gz	16	31350667	4.5358459753529e-51	trans	EUR/16/27015117-33520050	ITGB2
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_48662617_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_48662617_1.tsv.gz	16	48531732	9.55529800505662e-22	NA	EUR/16/46381684-51034025	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_16_53768582_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_16_53768582_1.tsv.gz	16	53768582	2.2387211385683108e-241	NA	EUR/16/51034025-53815773	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_68574608_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_68574608_3.tsv.gz	16	68525985	2.2797089186373315e-21	NA	EUR/16/67561130-70486376	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_85968297_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_85968297_4.tsv.gz	16	85968297	2.990418932014167e-23	NA	EUR/16/84973419-86522303	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_16_88491756_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_16_88491756_1.tsv.gz	16	88491756	1.2000518202042662e-37	NA	EUR/16/88487888-90220225	NA
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_2.tsv.gz	17	3732351	7.27476661884404e-110	trans	EUR/17/2732380-3902554	ITGB7
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_3.tsv.gz	17	3728326	2.150202220921801e-300	trans	EUR/17/2732380-3902554	ITGB7
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_4.tsv.gz	17	3732474	3.864993566157725e-18	trans	EUR/17/2732380-3902554	ITGB7
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_5.tsv.gz	17	3730442	5.3222179958798555e-20	trans	EUR/17/2732380-3902554	ITGB7
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_6.tsv.gz	17	3727824	7.497941330610161e-230	trans	EUR/17/2732380-3902554	ITGB7
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_7.tsv.gz	17	3750665	2.114432837583098e-37	trans	EUR/17/2732380-3902554	ITGB7
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_3700619_8	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_3700619_8.tsv.gz	17	3724179	1.2323336645145793e-189	trans	EUR/17/2732380-3902554	ITGB7
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_4632019_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_4632019_1.tsv.gz	17	4684437	6.382716047529701e-22	NA	EUR/17/4500964-5834263	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_4632019_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_4632019_3.tsv.gz	17	4618178	4.415068240627101e-150	NA	EUR/17/4500964-5834263	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_4632019_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_4632019_4.tsv.gz	17	4628587	9.061638515759459e-29	NA	EUR/17/4500964-5834263	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_7839283_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_7839283_1.tsv.gz	17	7836852	5.056352352178691e-40	NA	EUR/17/6730775-8996563	NA
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_17_7166093_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_17_7166093_1.tsv.gz	17	7166093	6.850039999999999e-67	trans	EUR/17/6730775-8996563	ITGB2
qtl-subset-ukb-ppp-european-ITGB5:P18084:OID21522:v1	qtl-subset-ukb-ppp-european-ITGB5:P18084:OID21522:v1_EUR_17_7166093_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB5:P18084:OID21522:v1/finemapped/EUR_17_7166093_1.tsv.gz	17	7087693	1.2937716278921418e-15	trans	EUR/17/6730775-8996563	ITGB5
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_7166093_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_7166093_1.tsv.gz	17	7166093	1.5551499999999994e-185	trans	EUR/17/6730775-8996563	ITGB7
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_17_30853978_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_17_30853978_1.tsv.gz	17	30853978	8.788201377171672e-26	NA	EUR/17/21400685-32554656	NA
qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1	qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1_EUR_17_35470352_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB2:P05107:OID20315:v1/finemapped/EUR_17_35470352_1.tsv.gz	17	35470352	1.11224e-11	trans	EUR/17/34351819-35674782	ITGB2
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_39783706_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_39783706_3.tsv.gz	17	39766551	6.89945870531704e-39	NA	EUR/17/38251052-40098239	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_40608272_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_40608272_1.tsv.gz	17	40608272	2.543922283912603e-58	NA	EUR/17/40098239-41502931	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_43848758_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_43848758_1.tsv.gz	17	45495053	4.0339022600477285e-28	NA	EUR/17/41502931-45535398	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_43848758_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_43848758_2.tsv.gz	17	43797377	7.604929957016745e-21	NA	EUR/17/41502931-45535398	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_49370984_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_49370984_1.tsv.gz	17	49325445	1.286369074415813e-47	NA	EUR/17/45535398-49918934	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_49370984_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_49370984_2.tsv.gz	17	45588878	2.13184915165831e-28	NA	EUR/17/45535398-49918934	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_57389065_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_57389065_1.tsv.gz	17	57385975	6.661916046067738e-27	NA	EUR/17/55272354-57530311	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_17_67902693_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_17_67902693_1.tsv.gz	17	67896636	4.421307906689033e-33	NA	EUR/17/66806071-69532290	NA
ebi-a-GCST90028992	ebi-a-GCST90028992_EUR_17_67829974_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028992/finemapped/EUR_17_67830745_1.tsv.gz	17	67829974	6.099580958722378e-39	NA	EUR/17/66806071-69532290	NA
qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1	qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1_EUR_17_69085137_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB6:P18564:OID20493:v1/finemapped/EUR_17_69085137_1.tsv.gz	17	69085137	5.8089600000000015e-18	trans	EUR/17/66806071-69532290	ITGB6
qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1	qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1_EUR_17_81244914_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/qtl-subset-ukb-ppp-european-ITGB7:P26010:OID21393:v1/finemapped/EUR_17_81244914_1.tsv.gz	17	81244914	3.3204699999999997e-31	trans	EUR/17/79784798-81730962	ITGB7
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_18_23529502_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_18_23529502_1.tsv.gz	18	23332444	2.033964999152099e-82	NA	EUR/18/22425453-25170857	NA
ebi-a-GCST90018949	ebi-a-GCST90018949_EUR_18_23529502_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018949/finemapped/EUR_18_23529502_2.tsv.gz	18	23291175	3.2750240860613008e-112	NA	EUR/18/22425453-25170857	NA
