study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_region	known_gene	suspected_gene
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_58701638_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_58701638_1.tsv.gz	14	58701638	6.840691418893668e-32	NA	EUR/14/57481262_59448335	NA	ARMH4
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_58701638_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_58701638_1.tsv.gz	14	58701638	4.0719271544428654e-24	NA	EUR/14/57481262_59448335	NA	ARMH4
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_14_58653480_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_14_58653480_1.tsv.gz	14	58653480	8.79994585505891e-9	NA	EUR/14/57481262_59448335	NA	ARMH4
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_58684872_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_58684872_1.tsv.gz	14	58684872	2.299852586686196e-43	NA	EUR/14/57481262_59448335	NA	ARMH4
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_64703593_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_64703593_1.tsv.gz	14	64703593	9.58958912914738e-42	NA	EUR/14/63790015_65220297	NA	ESR2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_65037526_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_65037526_1.tsv.gz	14	65037526	1.593308965840392e-18	NA	EUR/14/63790015_65220297	NA	PPP1R36
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_14_64239877_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_14_64239877_1.tsv.gz	14	64239877	1.4521116175877449e-12	NA	EUR/14/63790015_65220297	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_65134329_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_65134329_1.tsv.gz	14	65134329	2.299852586686196e-31	NA	EUR/14/63790015_65220297	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_65908314_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_65908314_1.tsv.gz	14	65908314	1.820119908460109e-17	NA	EUR/14/65220298_66399554	NA	FUT8
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_65487694_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_65487694_1.tsv.gz	14	65487694	1.849268618978061e-178	NA	EUR/14/65220298_66399554	NA	CHURC1-FNTB
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_65487694_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_65487694_1.tsv.gz	14	65487694	1.327394457729754e-118	NA	EUR/14/65220298_66399554	NA	CHURC1-FNTB
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_14_65265685_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_14_65265685_1.tsv.gz	14	65265685	7.682454556792676e-27	NA	EUR/14/65220298_66399554	NA	SPTB
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_14_65542607_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_14_65542607_1.tsv.gz	14	65542607	1.900203002577234e-13	NA	EUR/14/65220298_66399554	NA	MAX
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_65487694_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_65487694_1.tsv.gz	14	65487694	2.600159563165223e-224	NA	EUR/14/65220298_66399554	NA	CHURC1-FNTB
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_14_67886117_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_14_67886117_1.tsv.gz	14	67886117	4.700023181798014e-34	NA	EUR/14/66399555_67992316	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_14_69278204_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_14_69278204_1.tsv.gz	14	69278204	1.668015185085296e-11	NA	EUR/14/67992317_71131956	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_69248257_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_69248257_1.tsv.gz	14	69248257	1.6500610013202253e-11	NA	EUR/14/67992317_71131956	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_68233676_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_68233676_1.tsv.gz	14	68233676	7.130171895014092e-30	NA	EUR/14/67992317_71131956	NA	ZFYVE26
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_70354858_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_70354858_1.tsv.gz	14	70354858	7.130171895014092e-30	NA	EUR/14/67992317_71131956	NA	SMOC1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_68233676_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_68233676_1.tsv.gz	14	68233676	2.9593749953433863e-25	NA	EUR/14/67992317_71131956	NA	ZFYVE26
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_70354858_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_70354858_1.tsv.gz	14	70354858	2.9593749953433863e-25	NA	EUR/14/67992317_71131956	NA	SMOC1
ebi-a-GCST90018795	ebi-a-GCST90018795_EUR_14_68740924_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018795/finemapped/EUR_14_68740924_1.tsv.gz	14	68740924	2.1928049353504453e-12	NA	EUR/14/67992317_71131956	NA	RAD51B
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_68362510_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_68362510_1.tsv.gz	14	68362510	1.2000518202042658e-27	NA	EUR/14/67992317_71131956	NA	RAD51B
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_70376930_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_70376930_1.tsv.gz	14	70376930	1.2000518202042658e-27	NA	EUR/14/67992317_71131956	NA	SMOC1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_73323682_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_73323682_1.tsv.gz	14	73323682	4.1096042325154783e-16	NA	EUR/14/72889615_76444766	NA	DPF3
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_74224577_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_74224577_1.tsv.gz	14	74224577	2.390011551484722e-56	NA	EUR/14/72889615_76444766	NA	MIDEAS
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_74318547_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_74318547_1.tsv.gz	14	74318547	2.390011551484722e-56	NA	EUR/14/72889615_76444766	NA	PTGR2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_74223967_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_74223967_1.tsv.gz	14	74223967	1.9620045039256616e-42	NA	EUR/14/72889615_76444766	NA	MIDEAS
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_14_73011885_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_14_73011885_1.tsv.gz	14	73011885	8.226213938831076e-49	NA	EUR/14/72889615_76444766	NA	RGS6
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_14_73203918_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_14_73203918_1.tsv.gz	14	73203918	8.226213938831076e-49	NA	EUR/14/72889615_76444766	NA	DPF3
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_14_73366493_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_14_73366493_1.tsv.gz	14	73366493	8.226213938831076e-49	NA	EUR/14/72889615_76444766	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_14_74204044_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_14_74204044_1.tsv.gz	14	74204044	2.1998851090492563e-24	NA	EUR/14/72889615_76444766	NA	MIDEAS
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_74238030_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_74238030_1.tsv.gz	14	74238030	5.40007759066591e-66	NA	EUR/14/72889615_76444766	NA	MIDEAS
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_75666657_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_75666657_1.tsv.gz	14	75666657	5.40007759066591e-66	NA	EUR/14/72889615_76444766	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_81639159_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_81639159_1.tsv.gz	14	81639159	7.399459543127229e-11	NA	EUR/14/81579714_83138096	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_14_90046070_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_14_90046070_1.tsv.gz	14	90046070	2.2438819237827616e-21	NA	EUR/14/89497643_91296859	NA	FOXN3
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_91973849_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_91973849_1.tsv.gz	14	91973849	9.849178309808157e-13	NA	EUR/14/91296860_93132298	NA	PPP4R3A
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_91991953_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_91991953_1.tsv.gz	14	91991953	4.3591317972472844e-11	NA	EUR/14/91296860_93132298	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_92014803_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_92014803_1.tsv.gz	14	92014803	4.900044227932367e-11	NA	EUR/14/91296860_93132298	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_14_94844947_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_14_94844947_1.tsv.gz	14	94844947	6.861198752817021e-47	NA	EUR/14/94325285_95750866	NA	SERPINA1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_96003198_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_96003198_1.tsv.gz	14	96003198	7.870457896950999e-38	NA	EUR/14/95750867_96262414	NA	GLRX5
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_96003198_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_96003198_1.tsv.gz	14	96003198	9.39290651618398e-28	NA	EUR/14/95750867_96262414	NA	GLRX5
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_96003198_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_96003198_1.tsv.gz	14	96003198	6.89922009844046e-39	NA	EUR/14/95750867_96262414	NA	GLRX5
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_14_96933129_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_14_96933129_1.tsv.gz	14	96933129	5.1724940528299276e-17	NA	EUR/14/96262415_98341161	NA	AK7
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_99707933_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_99707933_1.tsv.gz	14	99707933	4.619553487999655e-14	NA	EUR/14/99138532_101534306	NA	BCL11B
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_101151012_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_101151012_1.tsv.gz	14	101151012	2.4400571594282047e-29	NA	EUR/14/99138532_101534306	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_101159416_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_101159416_1.tsv.gz	14	101159416	3.90840895792401e-22	NA	EUR/14/99138532_101534306	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_14_100788977_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_14_100788977_1.tsv.gz	14	100788977	6.394402945292862e-17	NA	EUR/14/99138532_101534306	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_14_101173201_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_14_101173201_1.tsv.gz	14	101173201	6.394402945292862e-17	NA	EUR/14/99138532_101534306	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_101151012_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_101151012_1.tsv.gz	14	101151012	1.2998702373886068e-19	NA	EUR/14/99138532_101534306	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_102980993_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_102980993_1.tsv.gz	14	102980993	1.6900517380435671e-43	NA	EUR/14/101534307_103012101	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_102997017_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_102997017_1.tsv.gz	14	102997017	3.4649741582892854e-30	NA	EUR/14/101534307_103012101	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_102980993_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_102980993_1.tsv.gz	14	102980993	3.5999792704335676e-41	NA	EUR/14/101534307_103012101	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_104188920_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_104188920_1.tsv.gz	14	104188920	3.2000001597448436e-10	NA	EUR/14/103012102_105001722	NA	ZFYVE21
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_103810802_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_103810802_1.tsv.gz	14	103810802	4.750069893831199e-32	NA	EUR/14/103012102_105001722	NA	EIF5
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_14_103096352_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_14_103096352_1.tsv.gz	14	103096352	4.1995233466406644e-19	NA	EUR/14/103012102_105001722	NA	RCOR1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_14_105603415_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_14_105603415_1.tsv.gz	14	105603415	6.360042239857437e-9	NA	EUR/14/105001723_106340357	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_14_105759840_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_14_105759840_1.tsv.gz	14	105759840	1.0799409266631051e-26	NA	EUR/14/105001723_106340357	NA	BRF1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_14_105709606_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_14_105709606_1.tsv.gz	14	105709606	4.035524608807455e-18	NA	EUR/14/105001723_106340357	NA	BRF1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_14_105752404_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_14_105752404_1.tsv.gz	14	105752404	3.800143529415847e-23	NA	EUR/14/105001723_106340357	NA	BRF1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_31546902_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_31546902_1.tsv.gz	15	31546902	4.3401026364474314e-24	NA	EUR/15/30165568_31591820	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_31546902_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_31546902_1.tsv.gz	15	31546902	3.894036338797162e-21	NA	EUR/15/30165568_31591820	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_31602620_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_31602620_1.tsv.gz	15	31602620	6.544854558704391e-17	NA	EUR/15/31591821_32441810	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_31621985_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_31621985_1.tsv.gz	15	31621985	9.700631337839582e-16	NA	EUR/15/31591821_32441810	NA	KLF13
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_33313665_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_33313665_1.tsv.gz	15	33313665	1.5100801541641428e-18	NA	EUR/15/32441811_34015424	NA	FMN1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_32994777_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_32994777_1.tsv.gz	15	32994777	7.670081876935103e-14	NA	EUR/15/32441811_34015424	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_36870255_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_36870255_1.tsv.gz	15	36870255	1e-8	NA	EUR/15/35083251_37456501	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_38852386_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_38852386_1.tsv.gz	15	38873115	0	NA	EUR/15/38530777_40384131	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_38852386_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_38852386_2.tsv.gz	15	38852386	0	NA	EUR/15/38530777_40384131	NA	RASGRP1
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_40308859_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_40308859_1.tsv.gz	15	40308859	6.499800096830263e-11	NA	EUR/15/38530777_40384131	NA	EIF2AK4
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_40308859_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_40308859_1.tsv.gz	15	40308859	1.1000185275062284e-35	NA	EUR/15/38530777_40384131	NA	EIF2AK4
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_40979651_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_40979651_1.tsv.gz	15	40979651	6.749941361219489e-10	NA	EUR/15/40384132_41177513	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_40989021_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_40989021_1.tsv.gz	15	40989021	1.490047111787098e-15	NA	EUR/15/40384132_41177513	NA	RAD51
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_42032383_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_42032383_1.tsv.gz	15	42032383	0	NA	EUR/15/41177514_42776398	NA	MGA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_42032383_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_42032383_2.tsv.gz	15	42115747	0	NA	EUR/15/41177514_42776398	NA	MAPKBP1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_41663393_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_41663393_1.tsv.gz	15	41663393	8.100279416803507e-20	NA	EUR/15/41177514_42776398	NA	NUSAP1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_42441711_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_42441711_1.tsv.gz	15	42441711	8.100279416803507e-20	NA	EUR/15/41177514_42776398	NA	PLA2G4F
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_41927330_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_41927330_1.tsv.gz	15	41927330	2.1149981897799976e-10	NA	EUR/15/41177514_42776398	NA	MGA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_15_42250515_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_15_42250515_1.tsv.gz	15	42250515	9.499921136225948e-9	NA	EUR/15/41177514_42776398	NA	EHD4
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_15_43816917_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_15_43816917_1.tsv.gz	15	43816917	5.761028185598567e-19	NA	EUR/15/42776399_44198048	NA	MAP1A
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_15_43757184_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_15_43757184_1.tsv.gz	15	43757184	2.3697361843831948e-36	NA	EUR/15/42776399_44198048	NA	TP53BP1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_43726625_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_43726625_1.tsv.gz	15	43726625	6.2704686373085135e-18	NA	EUR/15/42776399_44198048	NA	TP53BP1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_43820717_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_43820717_1.tsv.gz	15	43820717	3.0366867884657857e-15	NA	EUR/15/42776399_44198048	NA	MAP1A
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_43453056_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_43453056_1.tsv.gz	15	43453056	2.7472614999306757e-30	NA	EUR/15/42776399_44198048	NA	TMEM62
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_43726625_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_43726625_1.tsv.gz	15	43726625	2.7472614999306757e-30	NA	EUR/15/42776399_44198048	NA	TP53BP1
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_44148427_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_44148427_1.tsv.gz	15	44148427	1.0810107182102052e-10	NA	EUR/15/42776399_44198048	NA	WDR76
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_15_43950699_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_15_43950699_1.tsv.gz	15	43950699	8.999119108700523e-23	NA	EUR/15/42776399_44198048	NA	CATSPER2
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_44720011_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_44720011_1.tsv.gz	15	44579854	0	NA	EUR/15/44198049_46618786	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_44720011_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_44720011_2.tsv.gz	15	44750291	0	NA	EUR/15/44198049_46618786	NA	CTDSPL2
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_44720011_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_44720011_3.tsv.gz	15	44433196	0	NA	EUR/15/44198049_46618786	NA	FRMD5
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_15_44720011_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_15_44720011_4.tsv.gz	15	44655959	0	NA	EUR/15/44198049_46618786	NA	GOLM2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_44934255_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_44934255_1.tsv.gz	15	44795397	0	NA	EUR/15/44198049_46618786	NA	CTDSPL2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_44934255_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_44934255_2.tsv.gz	15	44627349	0	NA	EUR/15/44198049_46618786	NA	GOLM2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_44934255_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_44934255_3.tsv.gz	15	44482695	0	NA	EUR/15/44198049_46618786	NA	FRMD5
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_15_44934255_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_15_44934255_4.tsv.gz	15	44798801	0	NA	EUR/15/44198049_46618786	NA	CTDSPL2
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_15_52587740_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_15_52587740_1.tsv.gz	15	52587740	3.103130214753422e-21	NA	EUR/15/51677560_53069095	NA	MYO5C
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_15_53169284_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_15_53169284_1.tsv.gz	15	53169284	3.0647849053700546e-48	NA	EUR/15/53069096_54508527	NA	NA
